;Comun_list.1.n.;Resident_w_list;Workers_list;Autflux_list;Autoff_list;Autdom_list
5733;67029;1764;1316,06;704;0,399092971;0,534930018
5734;67030;4632;5580,72;2480;0,535405872;0,444387104
5735;67031;2415;3024,1;1338;0,554037267;0,442445686
5736;67032;3317;2335,25;1502;0,452818812;0,643185954
5737;67033;822;601,31;293;0,356447689;0,487269462
5738;67034;90;57;37;0,411111111;0,649122807
5739;67035;6942;5399,24;3840;0,55315471;0,711211208
5740;67036;177;108;77;0,435028249;0,712962963
5741;67037;11569,09;10852,83;7620,39;0,658685342;0,702156949
5742;67038;4805;4383,35;2740;0,570239334;0,62509268
5743;67039;2370;2439,46;1089;0,459493671;0,446410271
5744;67040;7044;5304,01;3692;0,524134015;0,696077119
5745;67041;27698,61;35404,79;23169,79;0,836496488;0,654425291
5746;67042;718;377,72;257;0,357938719;0,680398179
5747;67043;1309;619,17;418;0,319327731;0,675097308
5748;67044;4650;4036,46;2127;0,457419355;0,526946879
5749;67045;622;315,81;186;0,29903537;0,588961717
5750;67046;317;250,49;144;0,454258675;0,574873248
5751;67047;7095;5459,27;3626;0,51106413;0,664191366
5752;68001;184;68;48;0,260869565;0,705882353
5753;68002;1624;1735,01;789;0,485837438;0,454752422
5754;68003;463;506,19;195;0,421166307;0,385230842
5755;68004;100;38,74;18;0,18;0,464636035
5756;68005;932;690,31;527;0,565450644;0,763425128
5757;68006;1919;1287,1;669;0,348619072;0,519773133
5758;68007;913;734,35;587;0,642935378;0,799346361
5759;68008;273;125,85;95;0,347985348;0,754866905
5760;68009;329;233,38;75;0,227963526;0,321364299
5761;68010;603;407,53;283;0,469320066;0,694427404
5762;68011;5349;4337,36;2305;0,430921668;0,531429257
5763;68012;7368;7774,98;3905;0,529994571;0,502252096
5764;68013;536;346,32;255;0,475746269;0,736313236
5765;68014;680;474,55;326;0,479411765;0,6869666
5766;68015;2858;1946,47;1194;0,417774668;0,613418136
5767;68016;84;23;18;0,214285714;0,782608696
5768;68017;688;436,38;281;0,408430233;0,643934186
5769;68018;739;672,94;355;0,48037889;0,527535887
5770;68019;621;317,52;263;0,423510467;0,828294281
5771;68020;1310;607,96;519;0,396183206;0,853674584
5772;68021;3661;2457,85;1847;0,504506965;0,75146978
5773;68022;3440;2560,47;1532;0,445348837;0,598327651
5774;68023;387;285,97;135;0,348837209;0,472077491
5775;68024;24697,36;15925,85;10815,62;0,437926159;0,679123563
5776;68025;1572;958,61;489;0,311068702;0,510113602
5777;68026;898;556,73;372;0,414253898;0,668187452
5778;68027;6175;6195,95;4368;0,707368421;0,704976638
5779;68028;52370,36;75202,98;40190,33;0,767425124;0,5344247
5780;68029;202;66,66;55;0,272277228;0,825082508
5781;68030;4106;2391,43;1777;0,432781296;0,743070046
5782;68031;577;267,22;166;0,287694974;0,621210987
5783;68032;188;48,01;35;0,186170213;0,729014789
5784;68033;2412;2514,76;1686;0,699004975;0,670441712
5785;68034;377;154;135;0,358090186;0,876623377
5786;68035;1904;1208,6;691;0,362920168;0,571735893
5787;68036;116;21;15;0,129310345;0,714285714
5788;68037;85;58;39;0,458823529;0,672413793
5789;68038;837;573,23;379;0,452807646;0,661165675
5790;68039;1745;1384,33;789;0,452148997;0,569950807
5791;68040;186;60;41;0,220430108;0,683333333
5792;68041;9784;5576,49;3241;0,33125511;0,58118996
5793;68042;1208;1151,01;675;0,558774834;0,586441473
5794;68043;1459;1213,26;695;0,476353667;0,57283682
5795;68044;402;292,01;97;0,241293532;0,332180405
5796;68045;144;48,04;21;0,145833333;0,43713572
5797;68046;254;165,65;103;0,405511811;0,621792937
5798;69001;1352;735,99;539;0,398668639;0,732346907
5799;69002;1043;538,24;380;0,364333653;0,706004756
5800;69003;487;271,63;204;0,41889117;0,75102161
5801;69004;523;578,12;193;0,369024857;0,333840725
5802;69005;5278;16238,18;4281;0,81110269;0,26363792
5803;69006;341;167,79;136;0,398826979;0,810536981
5804;69007;131;87;65;0,496183206;0,747126437
5805;69008;2531;1080,04;876;0,346108258;0,811081071
5806;69009;23;10;9;0,391304348;0,9
5807;69010;595;472,68;304;0,51092437;0,643141237
5808;69011;240;85,29;64;0,266666667;0,750381053
5809;69012;214;143,87;93;0,434579439;0,646416904
5810;69013;589;421,97;270;0,458404075;0,639855914
5811;69014;290;101,22;80;0,275862069;0,790357637
5812;69015;2782;1864,48;1411;0,507189073;0,75677937
5813;69016;1538;456,2;332;0,215864759;0,727750986
5814;69017;2521;2914,46;1627;0,645378818;0,558250928
5815;69018;2051;953,96;700;0,341296928;0,733783387
5816;69019;127;40;33;0,25984252;0,825
5817;69020;690;521,82;398;0,576811594;0,762715112
5818;69021;372;252,43;171;0,459677419;0,677415521
5819;69022;23762,16;39427,15;18713,82;0,787547092;0,474642981
5820;69023;131;64;41;0,312977099;0,640625
5821;69024;321;110;87;0,271028037;0,790909091
5822;69025;50;14;10;0,2;0,714285714
5823;69026;158;53;44;0,278481013;0,830188679
5824;69027;1267;736,86;575;0,45382794;0,780338192
5825;69028;2367;1343,95;1020;0,430925222;0,758956806
5826;69029;149;84,28;39;0,261744966;0,462743237
5827;69030;849;807,07;378;0,445229682;0,468360861
5828;69031;653;1188,71;479;0,733537519;0,402957828
5829;69032;443;272,88;129;0,291196388;0,472735268
5830;69033;3012;1857,43;1273;0,422642762;0,685355572
5831;69034;123;31;30;0,243902439;0,967741935
5832;69035;11602,46;7793,89;5309,5;0,457618471;0,681238765
5833;69036;401;428,4;204;0,50872818;0,476190476
5834;69037;888;476,41;378;0,425675676;0,793434227
5835;69038;364;171,34;126;0,346153846;0,735379946
5836;69039;119;41;34;0,285714286;0,829268293
5837;69040;557;243,23;215;0,385996409;0,883937014
5838;69041;1263;2194,93;872;0,690419636;0,397279184
5839;69042;513;299,43;229;0,446393762;0,764786428
5840;69043;4247;3739,51;2668;0,628208147;0,713462459
5841;69044;138;59,45;46;0,333333333;0,773759462
5842;69045;533;296,59;207;0,38836773;0,697933174
5843;69046;17138,7;19646,51;12241,92;0,714285214;0,623109143
5844;69047;292;142,14;90;0,308219178;0,633178556
5845;69048;131;34;20;0,152671756;0,588235294
5846;69049;238;104;85;0,357142857;0,817307692
5847;69050;2383;1842,95;1106;0,464120856;0,6001248
5848;69051;375;214,58;180;0,48;0,838847982
5849;69052;30;13;9;0,3;0,692307692
5850;69053;18;9;5;0,277777778;0,555555556
5851;69054;290;162,4;135;0,465517241;0,831280788
5852;69055;1173;614,14;472;0,402387042;0,768554401
5853;69056;1164;838,87;294;0,25257732;0,350471468
5854;69057;1753;1335,13;961;0,54820308;0,719780096
5855;69058;10897,56;11109,45;7905,76;0,725461479;0,711624788
5856;69059;2197;1516,36;983;0,447428311;0,648262945
5857;69060;553;353,49;285;0,515370705;0,806246287
5858;69061;313;260;156;0,498402556;0,6
5859;69062;438;292,49;190;0,433789954;0,649594858
5860;69063;110;29;27;0,245454545;0,931034483
5861;69064;202;84;54;0,267326733;0,642857143
5862;69065;765;463,15;269;0,351633987;0,580805355
5863;69066;369;171,93;134;0,363143631;0,77938696
5864;69067;444;426,65;176;0,396396396;0,412516114
5865;69068;970;498,32;378;0,389690722;0,758548724
5866;69069;407;409,23;139;0,341523342;0,339662293
5867;69070;327;243,09;150;0,458715596;0,617055412
5868;69071;549;344,72;222;0,404371585;0,644000928
5869;69072;1975;1010,67;726;0,367594937;0,718335362
5870;69073;738;395,61;314;0,425474255;0,793710978
5871;69074;1089;772,25;387;0,355371901;0,501133053
5872;69075;534;259,47;211;0,395131086;0,813196131
5873;69076;562;353,38;307;0,546263345;0,868753184
5874;69077;21;25;10;0,476190476;0,4
5875;69078;48;51,79;22;0,458333333;0,424792431
5876;69079;377;170,63;131;0,347480106;0,76774307
5877;69080;54;48;25;0,462962963;0,520833333
5878;69081;6758;9299,76;3109;0,460047351;0,334309703
5879;69082;433;360,99;134;0,309468822;0,371201418
5880;69083;9163;12389,2;6839;0,746371276;0,552013044
5881;69084;1012;631,6;249;0,246047431;0,394236859
5882;69085;1032;581,26;426;0,412790698;0,732890617
5883;69086;2306;1435,81;998;0,432784042;0,69507804
5884;69087;1335;909,82;662;0,49588015;0,727616452
5885;69088;117;123,57;71;0,606837607;0,574573116
5886;69089;134;57,67;35;0,26119403;0,606901335
5887;69090;1740;1222,71;903;0,518965517;0,738523444
5888;69091;1323;938,02;642;0,485260771;0,684420375
5889;69092;835;389;346;0,414371257;0,889460154
5890;69093;289;101;95;0,328719723;0,940594059
5891;69094;2004;1077,69;733;0,365768463;0,680158487
5892;69095;492;331;248;0,504065041;0,749244713
5893;69096;821;535,34;208;0,253349574;0,388538125
5894;69097;151;26,06;18;0,119205298;0,690713738
5895;69098;743;458,24;368;0,495289367;0,803072626
5896;69099;17994,38;17964,34;13175,02;0,732174157;0,733398499
5897;69100;415;179,88;134;0,322891566;0,744941072
5898;69101;1039;833,96;516;0,496631376;0,618734711
5899;69102;505;821,07;316;0,625742574;0,384863654
5900;69103;55;8;7;0,127272727;0,875
5901;69104;39;57;12;0,307692308;0,210526316
5902;70001;246;131,81;109;0,443089431;0,82694788
5903;70002;1320;721,44;567;0,429545455;0,785928144
5904;70003;3754;4036,03;2673;0,71204049;0,662284473
5905;70004;543;408,48;320;0,5893186;0,783392088
5906;70005;547;247,63;189;0,345521024;0,763235472
5907;70006;22710,48;34833,9;20222,24;0,890436486;0,580533331
5908;70007;275;481,92;109;0,396363636;0,226178619
5909;70008;1274;502,71;368;0,288854003;0,732032384
5910;70009;315;182,43;141;0,447619048;0,772899194
5911;70010;3014;2066,27;1571;0,52123424;0,76030722
5912;70011;876;972,09;618;0,705479452;0,635743604
5913;70012;180;54;44;0,244444444;0,814814815
5914;70013;86;33;27;0,313953488;0,818181818
5915;70014;187;115,52;99;0,529411765;0,85699446
5916;70015;424;338,52;250;0,589622642;0,738508803
5917;70016;417;275,9;175;0,419664269;0,634287785
5918;70017;1594;1045,04;902;0,56587202;0,863124856
5919;70018;298;151,89;108;0,362416107;0,711040885
5920;70019;118;56,17;36;0,305084746;0,640911519
5921;70020;340;166,76;123;0,361764706;0,737586951
5922;70021;755;522,89;462;0,61192053;0,883551034
5923;70022;112;59;39;0,348214286;0,661016949
5924;70023;1648;490;303;0,183859223;0,618367347
5925;70024;575;350,93;299;0,52;0,852021771
5926;70025;516;352,02;273;0,529069767;0,775524118
5927;70026;323;150,85;117;0,362229102;0,775604906
5928;70027;416;282,35;236;0,567307692;0,83584204
5929;70028;287;339,17;145;0,505226481;0,427514226
5930;70029;2432;1755,77;1336;0,549342105;0,76091971
5931;70030;732;445,99;382;0,521857923;0,856521447
5932;70031;3186;3666;2357;0,739799121;0,642935079
5933;70032;389;242,06;181;0,46529563;0,747748492
5934;70033;251;181,84;138;0,549800797;0,758908931
5935;70034;166;86,7;70;0,421686747;0,807381776
5936;70035;190;95;72;0,378947368;0,757894737
5937;70036;437;279,09;215;0,491990847;0,770360816
5938;70037;469;213,63;155;0,330490405;0,725553527
5939;70038;1031;365,31;292;0,283220175;0,799321125
5940;70039;63;36;10;0,158730159;0,277777778
5941;70040;156;77,54;60;0,384615385;0,773794171
5942;70041;470;219,03;162;0,344680851;0,739624709
5943;70042;496;271,53;246;0,495967742;0,90597724
5944;70043;628;426,53;351;0,558917197;0,822919842
5945;70044;146;70;54;0,369863014;0,771428571
5946;70045;157;57,7;45;0,286624204;0,779896014
5947;70046;3115;2672,31;2071;0,664847512;0,774984938
5948;70047;167;100;75;0,449101796;0,75
5949;70048;230;165,96;136;0,591304348;0,819474572
5950;70049;781;193,08;137;0,175416133;0,709550445
5951;70050;585;364,59;252;0,430769231;0,691187361
5952;70051;1668;1046,25;844;0,505995204;0,806690562
5953;70052;445;259,31;205;0,460674157;0,790559562
5954;70053;562;354,64;293;0,521352313;0,826189939
5955;70054;72;36;27;0,375;0,75
5956;70055;1056;581,46;473;0,447916667;0,813469542
5957;70056;48;32;17;0,354166667;0,53125
5958;70057;2172;1631,71;1410;0,649171271;0,86412414
5959;70058;166;140,49;85;0,512048193;0,605025269
5960;70059;1533;1098,91;528;0,344422701;0,480476108
5961;70060;284;196,3;154;0,542253521;0,7845135
5962;70061;482;365,64;252;0,522821577;0,689202494
5963;70062;245;110;95;0,387755102;0,863636364
5964;70063;38;24,47;15;0,394736842;0,612995505
5965;70064;227;158,69;129;0,568281938;0,812905665
5966;70065;661;188,36;118;0,178517398;0,62645997
5967;70066;224;122,64;68;0,303571429;0,554468363
5968;70067;437;235,6;179;0,409610984;0,759762309
5969;70068;408;430,67;248;0,607843137;0,575846936
5970;70069;2123;1332,09;1152;0,542628356;0,864806432
5971;70070;317;148,38;105;0,331230284;0,707642539
5972;70071;177;185,87;43;0,242937853;0,231344488
5973;70072;1853;1462,92;1232;0,664867782;0,842151314
5974;70073;142;40,33;26;0,183098592;0,644681379
5975;70074;683;519,2;433;0,633967789;0,833975347
5976;70075;738;493,41;410;0,555555556;0,830951947
5977;70076;594;342,4;279;0,46969697;0,814836449
5978;70077;219;113,87;98;0,447488584;0,860630544
5979;70078;15164,57;21582,57;13149,84;0,867142293;0,609280544
5980;70079;307;274,81;160;0,521172638;0,582220443
5981;70080;556;283,22;180;0,323741007;0,635548337
5982;70081;1789;1588,52;1292;0,722191168;0,813335684
5983;70082;307;184,07;154;0,501628664;0,836638235
5984;70083;1117;665,07;569;0,509400179;0,85554904
5985;70084;1435;1324,04;657;0,457839721;0,496208574
5986;71001;855;679,53;549;0,642105263;0,80791135
5987;71002;329;248,55;194;0,589665653;0,780527057
5988;71003;475;339,13;257;0,541052632;0,757821484
5989;71004;5424;5168,9;4283;0,789638643;0,828609569
5990;71005;2700;2323,21;1797;0,665555556;0,773498737
5991;71006;1020;710,26;586;0,574509804;0,825049982
5992;71007;1350;1122,9;919;0,680740741;0,8184166
5993;71008;2887;2453,11;2270;0,786283339;0,925355977
5994;71009;1240;1184,35;832;0,670967742;0,702495039
5995;71010;3122;1754;1494;0,478539398;0,851767389
5996;71011;313;229,11;189;0,603833866;0,824931256
5997;71012;1691;1540,61;1393;0,823772915;0,904187302
5998;71013;567;501,45;363;0,64021164;0,723900688
5999;71014;641;457,71;384;0,599063963;0,838959166
6000;71015;920;646,31;498;0,541304348;0,770528075
6001;71016;506;313,52;272;0,537549407;0,867568257
6002;71017;562;507,88;357;0,635231317;0,70292195
6003;71018;458;356,51;304;0,663755459;0,852711004
6004;71019;36;21,95;10;0,277777778;0,455580866
6005;71020;21434,71;22140,7;19305,5;0,900665323;0,871946235
6006;71021;673;546,13;402;0,597325409;0,736088477
6007;71022;1557;1053,02;925;0,594091201;0,878425861
6008;71023;219;192,21;140;0,639269406;0,728370012
6009;71024;65920,71;80811,14;61528,12;0,933365554;0,761381661
6010;71025;1601;1567,73;1205;0,752654591;0,768627251
6011;71026;117;113,36;110;0,94017094;0,970359915
6012;71027;2308;1802,47;1502;0,650779896;0,83330097
6013;71028;15278,52;14557,74;12463,9;0,815779277;0,856169982
6014;71029;23151,83;21666,34;19410;0,838378651;0,895859661
6015;71031;2417;1728,61;1597;0,66073645;0,923863682
6016;71032;369;261,43;220;0,596205962;0,841525456
6017;71033;5320;4738,12;3995;0,75093985;0,843161423
6018;71034;264;150,64;123;0,465909091;0,816516198
6019;71035;1191;727,71;632;0,530646516;0,868477828
6020;71036;7724;6184,09;5257;0,680605904;0,850084653
6021;71037;311;270,79;226;0,726688103;0,834595074
6022;71038;1531;1523,38;1390;0,907903331;0,912444695
6023;71039;1089;799,56;666;0,611570248;0,832958127
6024;71040;965;872,34;586;0,607253886;0,671756425
6025;71041;956;690,81;585;0,611924686;0,84683198
6026;71042;761;440,32;388;0,509855453;0,881177326
6027;71043;1382;1727,15;1166;0,843704776;0,675100599
6028;71044;382;299,43;251;0,657068063;0,838259359
6029;71046;13698,88;14498,28;12040,18;0,878917109;0,830455751
6030;71047;5964;4433,79;3938;0,660295104;0,888179188
6031;71048;344;227,94;192;0,558139535;0,842326928
6032;71049;5240;4604,41;4283;0,817366412;0,930195182
6033;71050;2252;1747,33;1489;0,661190053;0,852157291
6034;71051;22105,37;21595,95;18734,21;0,84749588;0,867487191
6035;71052;763;627,62;516;0,676277851;0,822153532
6036;71053;1592;1269,11;1092;0,685929648;0,860445509
6037;71054;2576;2141,6;1838;0,713509317;0,858236832
6038;71055;2439;1747,63;1457;0,597375974;0,833700497
6039;71056;7341;6728,11;5778;0,787086228;0,858785008
6040;71058;3270;2386,9;1930;0,590214067;0,808580167
6041;71059;2841;2945,3;2417;0,850756776;0,820629477
6042;71060;5033;5298,94;4871;0,967812438;0,919240452
6043;71061;115;105,7;61;0,530434783;0,577105014
6044;71062;617;494,89;389;0,630470016;0,78603326
6045;71063;1345;990,4;804;0,597769517;0,811793215
6046;71064;1517;1235,66;1050;0,69215557;0,849748313
6047;72001;9537,4;11045,49;6558,72;0,687684275;0,593791674
6048;72002;7963;4258,54;3390;0,42571895;0,796047472
6049;72003;4933;4330,4;3349;0,678897223;0,773369666
6050;72004;33649,09;31615,24;27879,94;0,828549598;0,881851284
6051;72006;140656,79;206683,92;124119,99;0,882431556;0,600530462
6052;72008;1050;479,47;280;0,266666667;0,583978143
6053;72010;5761;4234,17;2729;0,473702482;0,644518288
6054;72011;25256,24;21048,77;17682,4;0,70012005;0,840068089
6055;72012;5585;3262,72;2171;0,388719785;0,665395743
6056;72014;7071;4383,78;2559;0,361900721;0,583742797
6057;72015;9080;7851,2;4529;0,498788546;0,576854494
6058;72016;6683;5204,2;3825;0,572347748;0,734983283
6059;72017;9617;10122,7;6426;0,668191744;0,634810871
6060;72018;2874;1125,46;874;0,304105776;0,776571357
6061;72019;11822,25;12113,59;8193,14;0,693027131;0,676359362
6062;72020;21903,62;19845,84;17198,12;0,785172497;0,866585642
6063;72021;12703,92;12450,56;9197;0,723949773;0,738681634
6064;72022;9184,17;5448,93;4354,4;0,474120144;0,79912937
6065;72023;19441,53;15871,97;14840,47;0,763338585;0,935011218
6066;72024;5320;3645,21;2749;0,516729323;0,754140365
6067;72025;5936;5339,11;3883;0,654144205;0,727274771
6068;72027;17489,29;25726,86;10042,22;0,574192549;0,390339902
6069;72028;10427,87;7476,8;6386,83;0,612476949;0,85421972
6070;72029;25858,92;29437,2;20025,57;0,774416333;0,680281073
6071;72030;22527,43;22113;18175,54;0,806818177;0,821939131
6072;72031;8657;7866,04;6361;0,734781102;0,808666114
6073;72032;12927,92;8911,53;6956,29;0,538082692;0,780594354
6074;72033;9546,03;5786,43;4728,49;0,495335757;0,81716879
6075;72034;568;371,6;293;0,51584507;0,788482239
6076;72035;8527;6960,14;5342;0,626480591;0,767513297
6077;72036;12584,62;12372,29;9124,87;0,725081091;0,737524743
6078;72037;9226;9931,94;6394;0,693041405;0,643781577
6079;72038;12020,67;10410,62;8401,6;0,698929427;0,80702206
6080;72039;2773;1605,07;1294;0,466642625;0,806195368
6081;72040;4462;2516,99;2096;0,469744509;0,832740694
6082;72041;12538,52;10439,45;9003,1;0,718035302;0,862411334
6083;72043;12067,73;9147,23;7746,17;0,641891226;0,84683232
6084;72044;3478;1989,3;1730;0,497412306;0,869652642
6085;72046;12686,55;9213,28;6055,25;0,477296822;0,65723065
6086;72047;5697;4706,77;3154;0,553624715;0,670098603
6087;72048;8579;5011,54;3160;0,368341299;0,630544703
6088;73001;2660;1977,54;1722;0,647368421;0,870778846
6089;73002;3018;1453,28;1187;0,393306826;0,816773093
6090;73003;7278;8529,93;5285;0,726161033;0,619583045
6091;73004;5789;4323,42;3142;0,542753498;0,726739479
6092;73005;1350;915,27;582;0,431111111;0,635877938
6093;73006;2135;1442,87;1071;0,501639344;0,742270613
6094;73007;10163,61;8970,6;7356,06;0,723764489;0,820018728
6095;73008;13842,04;13515,91;9668,51;0,698488807;0,715342881
6096;73009;7021;6009,8;4580;0,652328728;0,762088589
6097;73010;3418;1749,98;1095;0,320362785;0,625721437
6098;73011;4045;2534,62;2179;0,53868974;0,859694944
6099;73012;11388,57;11220,45;8632,61;0,758006492;0,769363974
6100;73013;21333,75;21036,18;17009,82;0,79731974;0,808598329
6101;73014;1887;1505,92;1091;0,578166402;0,724474076
6102;73015;14331,76;12171,66;10134;0,707100872;0,832589803
6103;73016;2397;1152,58;967;0,403420943;0,838987315
6104;73017;1567;932,14;617;0,393746011;0,661917738
6105;73018;914;444,73;347;0,379649891;0,78024869
6106;73019;6975;5799,52;4737;0,679139785;0,816791734
6107;73020;3523;2170,09;1796;0,50979279;0,827615445
6108;73021;7208;5265,63;4279;0,593645949;0,812628308
6109;73022;4434;2905,06;2357;0,531574199;0,811342967
6110;73023;735;317,51;256;0,34829932;0,806273818
6111;73024;6879;4473,79;3112;0,452391336;0,69560708
6112;73025;4157;2546,21;2230;0,536444551;0,8758115
6113;73026;5967;5249,63;3943;0,660801073;0,751100554
6114;73027;81373;112772,4;76047,01;0,934548437;0,674340619
6115;73028;1540;1184,51;891;0,578571429;0,752209775
6116;73029;5735;3419,89;2690;0,469049695;0,786575007
6117;74001;36585,03;52336,11;33967,43;0,92845161;0,649024736
6118;74002;6440;4745,76;4169;0,647360248;0,878468359
6119;74003;7872,69;7156,49;5893,97;0,748660242;0,823583908
6120;74004;2772;1880,16;1496;0,53968254;0,795676964
6121;74005;4969;4483,19;3141;0,632119139;0,700617194
6122;74006;3669;2251,71;1993;0,543199782;0,885105098
6123;74007;18998,06;17518,36;15400,84;0,810653298;0,879125672
6124;74008;16022,62;15355,35;12120,61;0,756468667;0,789341174
6125;74009;5991;3919,23;3364;0,56150893;0,858331866
6126;74010;10854,03;9730,23;7474,17;0,688607826;0,768139088
6127;74011;6154;4617,8;3874;0,629509262;0,838927628
6128;74012;13173,64;13103,04;10214,93;0,775406797;0,779584738
6129;74013;2737;1796,38;1503;0,549141396;0,836682662
6130;74014;2359;1746,64;1489;0,631199661;0,852493931
6131;74015;4123;2712,21;2374;0,575794325;0,875300954
6132;74016;5600;4829,13;3473;0,620178571;0,71917716
6133;74017;7679;5497,39;4819;0,627555671;0,876597804
6134;74018;2247;1348,87;1141;0,507788162;0,845893229
6135;74019;4244;2816,88;2427;0,571866164;0,861591548
6136;74020;3932;2292,73;1967;0,500254323;0,857929194
6137;75001;1714;1373,17;1009;0,588681447;0,734796129
6138;75002;2567;2874,28;1561;0,608102844;0,543092531
6139;75003;2188;1457,65;1037;0,473948812;0,711419065
6140;75004;2482;1835,02;1329;0,535455278;0,724242788
6141;75005;1884;977;773;0,41029724;0,791197544
6142;75006;3782;2686,49;2243;0,593072448;0,834918425
6143;75007;1773;1091,61;671;0,378454597;0,614688396
6144;75008;794;409,8;330;0,415617128;0,805270864
6145;75009;971;622;462;0,475798146;0,742765273
6146;75010;2992;1900,29;1427;0,476938503;0,750938015
6147;75011;4311;3610,02;2446;0,567385757;0,677558573
6148;75012;666;490,34;330;0,495495495;0,673002406
6149;75013;1039;607,08;416;0,400384986;0,685247414
6150;75014;4940;3435,85;2762;0,559109312;0,80387677
6151;75015;1444;889,42;671;0,46468144;0,754424232
6152;75016;8873,2;14508,21;7102,55;0,800449669;0,489553846
6153;75017;1267;785,7;606;0,478295185;0,771286751
6154;75018;1522;922,24;690;0,453350854;0,748178348
6155;75019;1873;1314,8;964;0,514682328;0,73319136
6156;75020;5631;3656,9;2056;0,365121648;0,562224835
6157;75021;2256;1528,55;1149;0,509308511;0,751692781
6158;75022;9775,05;8754,6;6830,46;0,698764712;0,78021383
6159;75023;2375;1777,37;1296;0,545684211;0,729167253
6160;75024;2337;1471,18;1210;0,517757809;0,822469038
6161;75025;1667;1030,21;770;0,461907618;0,747420429
6162;75026;3471;2292,46;1742;0,501872659;0,759882397
6163;75027;1005;636,44;419;0,416915423;0,658349569
6164;75028;1949;1741,47;1147;0,588506927;0,658638966
6165;75029;11837,4;13848,27;8759,74;0,740005407;0,632551214
6166;75030;6369;5193,18;4147;0,651122625;0,798547326
6167;75031;7766,57;9071,07;6084,33;0,783399879;0,670740056
6168;75032;479;315;201;0,419624217;0,638095238
6169;75033;773;448;367;0,474773609;0,819196429
6170;75034;2073;1357,68;1063;0,512783406;0,782953273
6171;75035;38250,36;76040,06;32659,81;0,853843206;0,429507946
6172;75036;3899;2474,81;1695;0,434726853;0,684901063
6173;75037;6342;4734,13;4022;0,6341848;0,849575318
6174;75038;5236;2434,23;1915;0,365737204;0,786696409
6175;75039;6285;12286,3;4498;0,715672235;0,366098826
6176;75040;3767;3878,22;2533;0,67241837;0,653134686
6177;75041;665;457,68;300;0,45112782;0,655479811
6178;75042;4674;3729,63;2764;0,59135644;0,74109228
6179;75043;3861;2698,73;2243;0,580937581;0,83113168
6180;75044;2632;2186,02;1511;0,574088146;0,69121051
6181;75045;897;982,93;425;0,473801561;0,432380739
6182;75046;1331;919,72;616;0,462809917;0,66976906
6183;75047;1341;921,25;672;0,501118568;0,729443691
6184;75048;5759;4806,8;2861;0,496787637;0,595198469
6185;75049;1068;632;492;0,460674157;0,778481013
6186;75050;1103;789,99;619;0,561196736;0,783554222
6187;75051;2064;1506,4;999;0,484011628;0,663170473
6188;75052;12906,37;13060,67;10202,05;0,790466258;0,781127614
6189;75053;2015;1173,67;1003;0,497766749;0,854584338
6190;75054;943;575;421;0,446447508;0,732173913
6191;75055;2958;1881,34;1418;0,479377958;0,753718095
6192;75056;859;411;313;0,364377183;0,761557178
6193;75057;2253;3298,09;1666;0,7394585;0,505140854
6194;75058;607;325,72;259;0,426688633;0,795161488
6195;75059;3701;3092,25;2064;0,557687112;0,667475139
6196;75060;609;430,36;293;0,481116585;0,680825356
6197;75061;2468;2564,47;1433;0,580632091;0,558789925
6198;75062;1875;1614,18;1104;0,5888;0,683938594
6199;75063;4377;3663,7;2590;0,591729495;0,706935612
6200;75064;3834;3271,46;2524;0,658320292;0,771520972
6201;75065;3317;2033,69;1643;0,495327103;0,807891075
6202;75066;1531;1233;922;0,602220771;0,747769667
6203;75067;622;260,45;152;0,24437299;0,583605299
6204;75068;3622;2412,27;1344;0,37106571;0,557151563
6205;75069;2344;1312,88;1015;0,433020478;0,7731095
6206;75070;2101;1378,03;1021;0,485959067;0,740912752
6207;75071;1419;961,2;530;0,373502467;0,551394091
6208;75072;1206;1662,31;687;0,569651741;0,413280315
6209;75073;2868;2077,27;1432;0,49930265;0,689366332
6210;75074;732;610,12;336;0,459016393;0,550711335
6211;75075;1609;820,49;628;0,390304537;0,765396288
6212;75076;2280;1588,22;985;0,432017544;0,620191157
6213;75077;2019;1592,38;1174;0,581475978;0,737261206
6214;75078;1445;862,66;669;0,462975779;0,775508312
6215;75079;5308;3545,48;2863;0,539374529;0,807507023
6216;75080;876;623,29;348;0,397260274;0,558327584
6217;75081;1771;1227,02;975;0,55053642;0,794608075
6218;75082;696;823,22;323;0,46408046;0,392361702
6219;75083;7238;5197,47;3363;0,464631114;0,647045582
6220;75084;5362;3983,89;3395;0,633159269;0,852182164
6221;75085;5045;4111,72;3156;0,625569871;0,767561994
6222;75086;1231;826;593;0,481722177;0,717917676
6223;75087;5796;3614,16;2983;0,514665286;0,825364677
6224;75088;7609;9768,42;5815;0,764226574;0,595285624
6225;75089;1987;1467,01;1080;0,543532964;0,736191301
6226;75090;4291;4569,8;3044;0,70939175;0,666112303
6227;75091;1663;1010,29;849;0,510523151;0,84035277
6228;75092;5931;4272,52;3609;0,608497724;0,844700551
6229;75093;2915;1718,5;1309;0,449056604;0,761710794
6230;75094;793;499,06;335;0,422446406;0,671261973
6231;75095;772;739,85;378;0,489637306;0,510914375
6232;75096;944;660,64;516;0,546610169;0,78106079
6233;75097;2300;1960,81;1481;0,643913043;0,755300106
6234;76001;627;363,16;309;0,492822967;0,850864633
6235;76002;1015;989,56;747;0,735960591;0,754880957
6236;76003;644;343,33;296;0,459627329;0,862144293
